"@timestamp",message,"log.file.path"
"Apr 6, 2020 @ 13:28:04.955","04/06/2020-13:28:03.278729  [**] [1:2013414:10] ET POLICY Executable served from Amazon S3 [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 143.204.178.106:80 -> 172.16.2.2:49774","/var/log/suricata/fast.log"
"Apr 6, 2020 @ 13:28:04.955","04/06/2020-13:28:03.279586  [**] [1:2018959:4] ET POLICY PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 143.204.178.106:80 -> 172.16.2.2:49774","/var/log/suricata/fast.log"
"Apr 6, 2020 @ 13:28:04.955","04/06/2020-13:28:03.279586  [**] [1:2016538:3] ET INFO Executable Retrieved With Minimal HTTP Headers - Potential Second Stage Download [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 143.204.178.106:80 -> 172.16.2.2:49774","/var/log/suricata/fast.log"
"Apr 6, 2020 @ 13:28:04.954","04/06-13:28:03.264275  [**] [1:2018959:4] ET POLICY PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 143.204.178.106:80 -> 172.16.2.2:49774","/var/log/snort/alert.fast"
"Apr 6, 2020 @ 13:28:04.954","04/06-13:28:03.264275  [**] [1:2016538:2] ET INFO Executable Retrieved With Minimal HTTP Headers - Potential Second Stage Download [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 143.204.178.106:80 -> 172.16.2.2:49774","/var/log/snort/alert.fast"
"Apr 6, 2020 @ 13:28:04.954","04/06-13:28:03.264275  [**] [1:2016538:2] ET INFO Executable Retrieved With Minimal HTTP Headers - Potential Second Stage Download [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 143.204.178.106:80 -> 172.16.2.2:49774","/var/log/snort/alert.fast"
"Apr 6, 2020 @ 13:28:04.954","04/06-13:28:03.264274  [**] [1:2013414:5] ET POLICY Executable served from Amazon S3 [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 143.204.178.106:80 -> 172.16.2.2:49774","/var/log/snort/alert.fast"
"Apr 6, 2020 @ 13:16:47.908","04/06-13:16:46.599153  [**] [1:2834935:2] ETPRO USER_AGENTS Observed Suspicious UA (NSISDL/1.2 (Mozilla)) [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 172.16.2.2:49930 -> 54.236.185.144:80","/var/log/snort/alert.fast"
"Apr 6, 2020 @ 13:16:47.908","04/06-13:16:46.599153  [**] [1:2831954:3] ETPRO USER_AGENTS Nullsoft Mozilla UA (NSISDL) [**] [Classification: Not Suspicious Traffic] [Priority: 3] {TCP} 172.16.2.2:49930 -> 54.236.185.144:80","/var/log/snort/alert.fast"
"Apr 6, 2020 @ 13:16:47.908","04/06/2020-13:16:46.700803  [**] [1:2834935:2] ETPRO USER_AGENTS Observed Suspicious UA (NSISDL/1.2 (Mozilla)) [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 172.16.2.2:49930 -> 54.236.185.144:80","/var/log/suricata/fast.log"
"Apr 6, 2020 @ 13:16:47.908","04/06/2020-13:16:46.700803  [**] [1:2831954:3] ETPRO USER_AGENTS Nullsoft Mozilla UA (NSISDL) [**] [Classification: Not Suspicious Traffic] [Priority: 3] {TCP} 172.16.2.2:49930 -> 54.236.185.144:80","/var/log/suricata/fast.log"
"Apr 6, 2020 @ 13:16:44.906","04/06-13:16:42.021205  [**] [1:2834935:2] ETPRO USER_AGENTS Observed Suspicious UA (NSISDL/1.2 (Mozilla)) [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 172.16.2.2:49928 -> 54.236.185.144:80","/var/log/snort/alert.fast"
"Apr 6, 2020 @ 13:16:44.906","04/06-13:16:42.021205  [**] [1:2831954:3] ETPRO USER_AGENTS Nullsoft Mozilla UA (NSISDL) [**] [Classification: Not Suspicious Traffic] [Priority: 3] {TCP} 172.16.2.2:49928 -> 54.236.185.144:80","/var/log/snort/alert.fast"
"Apr 6, 2020 @ 13:16:44.906","04/06/2020-13:16:42.119180  [**] [1:2834935:2] ETPRO USER_AGENTS Observed Suspicious UA (NSISDL/1.2 (Mozilla)) [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 172.16.2.2:49928 -> 54.236.185.144:80","/var/log/suricata/fast.log"
"Apr 6, 2020 @ 13:16:44.906","04/06/2020-13:16:42.119180  [**] [1:2831954:3] ETPRO USER_AGENTS Nullsoft Mozilla UA (NSISDL) [**] [Classification: Not Suspicious Traffic] [Priority: 3] {TCP} 172.16.2.2:49928 -> 54.236.185.144:80","/var/log/suricata/fast.log"
"Apr 6, 2020 @ 13:16:37.891","04/06/2020-13:16:36.859221  [**] [1:2028810:2] ET JA3 Hash - [Abuse.ch] Possible Tofsee [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49925 -> 205.196.123.34:443","/var/log/suricata/fast.log"
"Apr 6, 2020 @ 13:16:37.890","04/06/2020-13:16:36.116915  [**] [1:2028810:2] ET JA3 Hash - [Abuse.ch] Possible Tofsee [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49923 -> 205.196.123.34:443","/var/log/suricata/fast.log"
"Apr 6, 2020 @ 13:16:34.888","04/06/2020-13:16:34.357952  [**] [1:2028810:2] ET JA3 Hash - [Abuse.ch] Possible Tofsee [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49920 -> 104.28.11.72:443","/var/log/suricata/fast.log"
