"@timestamp",message,"log.file.path"
"May 28, 2020 @ 09:57:10.035","05/28/2020-09:57:03.108879  [**] [1:2018959:4] ET POLICY PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 74.125.100.167:80 -> 172.16.2.2:50182","/var/log/suricata/fast.log"
"May 28, 2020 @ 09:57:10.035","05/28/2020-09:57:03.108879  [**] [1:2014520:6] ET INFO EXE - Served Attached HTTP [**] [Classification: Misc activity] [Priority: 3] {TCP} 74.125.100.167:80 -> 172.16.2.2:50182","/var/log/suricata/fast.log"
"May 28, 2020 @ 09:57:00.068","05/28-09:56:58.919140  [**] [1:2014520:2] ET INFO EXE - Served Attached HTTP [**] [Classification: Misc activity] [Priority: 3] {TCP} 74.125.100.167:80 -> 172.16.2.2:50182","/var/log/snort/alert.fast"
"May 28, 2020 @ 09:57:00.068","05/28-09:56:58.919140  [**] [1:2018959:4] ET POLICY PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 74.125.100.167:80 -> 172.16.2.2:50182","/var/log/snort/alert.fast"
"May 28, 2020 @ 09:54:25.010","05/28-09:54:16.334943  [**] [1:2018959:4] ET POLICY PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 5.23.52.122:80 -> 172.16.2.2:50126","/var/log/snort/alert.fast"
"May 28, 2020 @ 09:54:25.010","05/28-09:54:18.723996  [**] [1:2014520:2] ET INFO EXE - Served Attached HTTP [**] [Classification: Misc activity] [Priority: 3] {TCP} 5.23.52.122:80 -> 172.16.2.2:50128","/var/log/snort/alert.fast"
"May 28, 2020 @ 09:54:25.010","05/28-09:54:18.723996  [**] [1:2018959:4] ET POLICY PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 5.23.52.122:80 -> 172.16.2.2:50128","/var/log/snort/alert.fast"
"May 28, 2020 @ 09:54:25.009","05/28/2020-09:54:16.471258  [**] [1:2018959:4] ET POLICY PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 5.23.52.122:80 -> 172.16.2.2:50126","/var/log/suricata/fast.log"
"May 28, 2020 @ 09:54:25.009","05/28/2020-09:54:16.471258  [**] [1:2014520:6] ET INFO EXE - Served Attached HTTP [**] [Classification: Misc activity] [Priority: 3] {TCP} 5.23.52.122:80 -> 172.16.2.2:50126","/var/log/suricata/fast.log"
"May 28, 2020 @ 09:54:25.009","05/28/2020-09:54:18.952366  [**] [1:2018959:4] ET POLICY PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 5.23.52.122:80 -> 172.16.2.2:50128","/var/log/suricata/fast.log"
"May 28, 2020 @ 09:54:25.009","05/28/2020-09:54:18.952366  [**] [1:2014520:6] ET INFO EXE - Served Attached HTTP [**] [Classification: Misc activity] [Priority: 3] {TCP} 5.23.52.122:80 -> 172.16.2.2:50128","/var/log/suricata/fast.log"
"May 28, 2020 @ 09:54:25.009","05/28-09:54:16.334943  [**] [1:2014520:2] ET INFO EXE - Served Attached HTTP [**] [Classification: Misc activity] [Priority: 3] {TCP} 5.23.52.122:80 -> 172.16.2.2:50126","/var/log/snort/alert.fast"
