"@timestamp",message,"log.file.path"
"Apr 4, 2020 @ 12:25:45.639","04/04/2020-12:25:39.613075  [**] [1:2024792:4] ET POLICY Cryptocurrency Miner Checkin [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 172.16.2.2:50072 -> 204.79.197.222:443","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 12:25:45.621","04/04-12:25:39.613075  [**] [1:2024792:4] ET POLICY Cryptocurrency Miner Checkin [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 172.16.2.2:50072 -> 204.79.197.222:443","/var/log/snort/alert.fast"
"Apr 4, 2020 @ 12:25:30.635","04/04/2020-12:25:24.606004  [**] [1:2024792:4] ET POLICY Cryptocurrency Miner Checkin [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 172.16.2.2:50071 -> 204.79.197.254:443","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 12:25:30.618","04/04-12:25:24.606004  [**] [1:2024792:4] ET POLICY Cryptocurrency Miner Checkin [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 172.16.2.2:50071 -> 204.79.197.254:443","/var/log/snort/alert.fast"
"Apr 4, 2020 @ 12:25:15.594","04/04/2020-12:25:09.595071  [**] [1:2024792:4] ET POLICY Cryptocurrency Miner Checkin [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 172.16.2.2:50061 -> 13.107.136.254:443","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 12:25:15.588","04/04-12:25:09.595071  [**] [1:2024792:4] ET POLICY Cryptocurrency Miner Checkin [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 172.16.2.2:50061 -> 13.107.136.254:443","/var/log/snort/alert.fast"
"Apr 4, 2020 @ 12:25:00.589","04/04/2020-12:24:54.580622  [**] [1:2024792:4] ET POLICY Cryptocurrency Miner Checkin [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 172.16.2.2:50024 -> 40.112.91.29:443","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 12:25:00.584","04/04-12:24:54.580622  [**] [1:2024792:4] ET POLICY Cryptocurrency Miner Checkin [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 172.16.2.2:50024 -> 40.112.91.29:443","/var/log/snort/alert.fast"
"Apr 4, 2020 @ 12:24:45.586","04/04/2020-12:24:39.527292  [**] [1:2024792:4] ET POLICY Cryptocurrency Miner Checkin [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 172.16.2.2:50014 -> 95.101.21.130:443","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 12:24:45.586","04/04/2020-12:24:39.539403  [**] [1:2024792:4] ET POLICY Cryptocurrency Miner Checkin [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 172.16.2.2:50015 -> 13.107.246.254:443","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 12:24:45.581","04/04-12:24:39.527292  [**] [1:2024792:4] ET POLICY Cryptocurrency Miner Checkin [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 172.16.2.2:50014 -> 95.101.21.130:443","/var/log/snort/alert.fast"
"Apr 4, 2020 @ 12:24:45.581","04/04-12:24:39.539403  [**] [1:2024792:4] ET POLICY Cryptocurrency Miner Checkin [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 172.16.2.2:50015 -> 13.107.246.254:443","/var/log/snort/alert.fast"
"Apr 4, 2020 @ 12:24:30.584","04/04/2020-12:24:24.514535  [**] [1:2024792:4] ET POLICY Cryptocurrency Miner Checkin [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 172.16.2.2:49951 -> 13.107.3.128:443","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 12:24:30.575","04/04-12:24:24.514535  [**] [1:2024792:4] ET POLICY Cryptocurrency Miner Checkin [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 172.16.2.2:49951 -> 13.107.3.128:443","/var/log/snort/alert.fast"
"Apr 4, 2020 @ 12:24:15.556","04/04/2020-12:24:09.415370  [**] [1:2024792:4] ET POLICY Cryptocurrency Miner Checkin [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 172.16.2.2:49947 -> 40.90.23.153:443","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 12:24:15.556","04/04/2020-12:24:09.506666  [**] [1:2024792:4] ET POLICY Cryptocurrency Miner Checkin [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 172.16.2.2:49948 -> 204.79.197.200:443","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 12:24:12.543","04/04-12:24:09.415370  [**] [1:2024792:4] ET POLICY Cryptocurrency Miner Checkin [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 172.16.2.2:49947 -> 40.90.23.153:443","/var/log/snort/alert.fast"
"Apr 4, 2020 @ 12:24:12.543","04/04-12:24:09.506666  [**] [1:2024792:4] ET POLICY Cryptocurrency Miner Checkin [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 172.16.2.2:49948 -> 204.79.197.200:443","/var/log/snort/alert.fast"
"Apr 4, 2020 @ 12:24:00.553","04/04/2020-12:23:54.306232  [**] [1:2024792:4] ET POLICY Cryptocurrency Miner Checkin [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 172.16.2.2:49935 -> 40.67.251.132:443","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 12:24:00.553","04/04/2020-12:23:54.332570  [**] [1:2024792:4] ET POLICY Cryptocurrency Miner Checkin [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 172.16.2.2:49936 -> 23.217.99.136:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 12:23:57.540","04/04-12:23:54.306232  [**] [1:2024792:4] ET POLICY Cryptocurrency Miner Checkin [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 172.16.2.2:49935 -> 40.67.251.132:443","/var/log/snort/alert.fast"
"Apr 4, 2020 @ 12:23:57.540","04/04-12:23:54.332570  [**] [1:2024792:4] ET POLICY Cryptocurrency Miner Checkin [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 172.16.2.2:49936 -> 23.217.99.136:80","/var/log/snort/alert.fast"
"Apr 4, 2020 @ 12:20:45.502","04/04/2020-12:20:39.547395  [**] [1:2025275:3] ET INFO Windows OS Submitting USB Metadata to Microsoft [**] [Classification: Misc activity] [Priority: 3] {TCP} 172.16.2.2:49837 -> 20.44.208.51:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 12:20:45.502","04/04-12:20:39.378041  [**] [1:2025275:3] ET INFO Windows OS Submitting USB Metadata to Microsoft [**] [Classification: Misc activity] [Priority: 3] {TCP} 172.16.2.2:49837 -> 20.44.208.51:80","/var/log/snort/alert.fast"
