timestamp,"rule.level","rule.description","full_log","data.win.system.message"
"Apr 24, 2020 @ 11:07:08.840",9,"ATT&CK T1058:Registry edit for new service","{""win"":{""system"":{""providerName"":""Microsoft-Windows-Sysmon"",""providerGuid"":""{5770385f-c22a-43e0-bf4c-06f5698ffbd9}"",""eventID"":""13"",""version"":""2"",""level"":""4"",""task"":""13"",""opcode"":""0"",""keywords"":""0x8000000000000000"",""systemTime"":""2020-04-24T11:07:05.652476900Z"",""eventRecordID"":""1560"",""processID"":""2144"",""threadID"":""3192"",""channel"":""Microsoft-Windows-Sysmon/Operational"",""computer"":""DESKTOP-HUE026H"",""severityValue"":""INFORMATION"",""message"":""\""Registry value set:\r\nRuleName: T1031,T1050\r\nEventType: SetValue\r\nUtcTime: 2020-04-24 11:07:05.651\r\nProcessGuid: {df9fc3d3-c6e7-5ea2-0000-00102ba80000}\r\nProcessId: 580\r\nImage: C:\\Windows\\system32\\services.exe\r\nTargetObject: HKLM\\System\\CurrentControlSet\\Services\\GoogleChromeElevationService\\ImagePath\r\nDetails: \""C:\\Program Files (x86)\\Google\\Chrome\\Application\\81.0.4044.122\\elevation_service.exe\""\""""},""eventdata"":{""ruleName"":""T1031,T1050"",""eventType"":""SetValue"",""utcTime"":""2020-04-24 11:07:05.651"",""processGuid"":""{df9fc3d3-c6e7-5ea2-0000-00102ba80000}"",""processId"":""580"",""image"":""C:\\\\Windows\\\\system32\\\\services.exe"",""targetObject"":""HKLM\\\\System\\\\CurrentControlSet\\\\Services\\\\GoogleChromeElevationService\\\\ImagePath"",""details"":""\\\""C:\\\\Program Files (x86)\\\\Google\\\\Chrome\\\\Application\\\\81.0.4044.122\\\\elevation_service.exe\\\""""}}}","""Registry value set:
RuleName: T1031,T1050
EventType: SetValue
UtcTime: 2020-04-24 11:07:05.651
ProcessGuid: {df9fc3d3-c6e7-5ea2-0000-00102ba80000}
ProcessId: 580
Image: C:\Windows\system32\services.exe
TargetObject: HKLM\System\CurrentControlSet\Services\GoogleChromeElevationService\ImagePath
Details: ""C:\Program Files (x86)\Google\Chrome\Application\81.0.4044.122\elevation_service.exe"""""
"Apr 24, 2020 @ 11:07:08.823",9,"ATT&CK T1058:Registry edit for new service","{""win"":{""system"":{""providerName"":""Microsoft-Windows-Sysmon"",""providerGuid"":""{5770385f-c22a-43e0-bf4c-06f5698ffbd9}"",""eventID"":""13"",""version"":""2"",""level"":""4"",""task"":""13"",""opcode"":""0"",""keywords"":""0x8000000000000000"",""systemTime"":""2020-04-24T11:07:05.651378400Z"",""eventRecordID"":""1559"",""processID"":""2144"",""threadID"":""3192"",""channel"":""Microsoft-Windows-Sysmon/Operational"",""computer"":""DESKTOP-HUE026H"",""severityValue"":""INFORMATION"",""message"":""\""Registry value set:\r\nRuleName: T1031,T1050\r\nEventType: SetValue\r\nUtcTime: 2020-04-24 11:07:05.636\r\nProcessGuid: {df9fc3d3-c6e7-5ea2-0000-00102ba80000}\r\nProcessId: 580\r\nImage: C:\\Windows\\system32\\services.exe\r\nTargetObject: HKLM\\System\\CurrentControlSet\\Services\\GoogleChromeElevationService\\Start\r\nDetails: DWORD (0x00000003)\""""},""eventdata"":{""ruleName"":""T1031,T1050"",""eventType"":""SetValue"",""utcTime"":""2020-04-24 11:07:05.636"",""processGuid"":""{df9fc3d3-c6e7-5ea2-0000-00102ba80000}"",""processId"":""580"",""image"":""C:\\\\Windows\\\\system32\\\\services.exe"",""targetObject"":""HKLM\\\\System\\\\CurrentControlSet\\\\Services\\\\GoogleChromeElevationService\\\\Start"",""details"":""DWORD (0x00000003)""}}}","""Registry value set:
RuleName: T1031,T1050
EventType: SetValue
UtcTime: 2020-04-24 11:07:05.636
ProcessGuid: {df9fc3d3-c6e7-5ea2-0000-00102ba80000}
ProcessId: 580
Image: C:\Windows\system32\services.exe
TargetObject: HKLM\System\CurrentControlSet\Services\GoogleChromeElevationService\Start
Details: DWORD (0x00000003)"""
"Apr 24, 2020 @ 11:06:39.150",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-438079597-2123118846-2669748851-1001' checksum changed.
Old md5sum was: '3f386f86526122f9896850ebf052d0e5'
New md5sum is : '4ca3775364adef8c8a16cf0912829686'
Old sha1sum was: '893e8a5eed791b28b06ba9456666d04f449facaf'
New sha1sum is : '07df8ca66d9d24734ea5b6b5956d0f113a793ce5'
",
"Apr 24, 2020 @ 11:06:18.188",3,"Software Protection service scheduled successfully",,"""Successfully scheduled Software Protection service for re-start at 2020-04-25T11:01:16Z. Reason: RulesEngine."""
"Apr 24, 2020 @ 11:06:08.332",3,"Windows Logon Success",,"""An account was successfully logged on.

Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-HUE026H$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Logon Information:
	Logon Type:		5
	Restricted Admin Mode:	-
	Virtual Account:		No
	Elevated Token:		Yes

Impersonation Level:		Impersonation

New Logon:
	Security ID:		S-1-5-18
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E7
	Linked Logon ID:		0x0
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Process Information:
	Process ID:		0x244
	Process Name:		C:\Windows\System32\services.exe

Network Information:
	Workstation Name:	-
	Source Network Address:	-
	Source Port:		-

Detailed Authentication Information:
	Logon Process:		Advapi  
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."""
"Apr 24, 2020 @ 11:05:08.190",5,"SCA summary: Benchmark for Windows audit: Score less than 80% (68)",,
"Apr 24, 2020 @ 11:05:05.784",3,"Software Protection service scheduled successfully",,"""Successfully scheduled Software Protection service for re-start at 2020-04-25T11:01:03Z. Reason: RulesEngine."""
"Apr 24, 2020 @ 11:05:03.315",5,"Benchmark for Windows audit: Ensure 'MSS: (AutoAdminLogon) Enable Automatic Logon (not recommended)' is set to 'Disabled': Status changed from failed to 'not applicable'",,
"Apr 24, 2020 @ 11:04:52.908",3,"Service startup type was changed",,"""The start type of the Windows Modules Installer service was changed from auto start to demand start."""
"Apr 24, 2020 @ 11:04:08.454",7,"Integrity checksum changed.","File '[x64] HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon' checksum changed.
Old md5sum was: '47f9a8fc035cc80b23dfd8be4d23cda6'
New md5sum is : 'f4dbc0a0d5da7918ee74f20700fe9e9b'
Old sha1sum was: '592c18db00c7cbd34e9537e069e1bf1ae084bc9d'
New sha1sum is : '0065a10df965ceb8831b3eaf1af7c2eb6963f5de'
",
"Apr 24, 2020 @ 11:04:08.423",7,"Integrity checksum changed.","File '[x64] HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\VolatileUserMgrKey\1\S-1-5-21-438079597-2123118846-2669748851-1001' checksum changed.
Old md5sum was: '480a7b1436febced63b663e198db057e'
New md5sum is : '69718c4c9cb918d97834f2e3eebad7ce'
Old sha1sum was: 'a366c53c7d877bd13ac0386830dbad1b52127af9'
New sha1sum is : 'bc449125554f1a36c132e525051e343b065c06c7'
",
"Apr 24, 2020 @ 11:04:04.832",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\WpnUserService_376ac' was added.
",
"Apr 24, 2020 @ 11:04:04.829",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\WpnUserService_376ac\Security' was added.
",
