"@timestamp",message,"log.file.path"
"Apr 4, 2020 @ 14:17:21.957","04/04/2020-14:17:15.892884  [**] [1:2028362:2] ET JA3 Hash - Possible Malware - Banking Phish [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49910 -> 40.112.91.29:443","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:17:21.957","04/04/2020-14:17:16.058461  [**] [1:2028362:2] ET JA3 Hash - Possible Malware - Banking Phish [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49911 -> 52.164.221.179:443","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:16:36.953","04/04/2020-14:16:28.699113  [**] [1:2028362:2] ET JA3 Hash - Possible Malware - Banking Phish [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49902 -> 204.79.197.200:443","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:16:36.953","04/04/2020-14:16:28.856094  [**] [1:2028362:2] ET JA3 Hash - Possible Malware - Banking Phish [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49903 -> 40.112.91.29:443","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:16:36.953","04/04/2020-14:16:29.144607  [**] [1:2028362:2] ET JA3 Hash - Possible Malware - Banking Phish [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49904 -> 52.164.221.179:443","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:15:01.944","04/04/2020-14:15:01.097202  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49826 -> 13.88.139.208:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:15:01.943","04/04/2020-14:15:00.026702  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49862 -> 23.216.248.201:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:15:01.943","04/04/2020-14:15:00.185738  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49826 -> 13.88.139.208:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:15:01.943","04/04/2020-14:15:00.202452  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49863 -> 23.216.248.201:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:15:01.943","04/04/2020-14:15:00.363285  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49826 -> 13.88.139.208:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:15:01.943","04/04/2020-14:15:00.384791  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49864 -> 23.216.248.201:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:15:01.943","04/04/2020-14:15:00.540522  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49826 -> 13.88.139.208:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:15:01.943","04/04/2020-14:15:00.575767  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49865 -> 23.216.248.201:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:15:01.943","04/04/2020-14:15:00.737943  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49826 -> 13.88.139.208:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:15:01.943","04/04/2020-14:15:00.765554  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49866 -> 23.216.248.201:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:15:01.943","04/04/2020-14:15:00.922604  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49826 -> 13.88.139.208:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:15:01.943","04/04/2020-14:15:00.941666  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49867 -> 23.216.248.201:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:14:54.925","04/04/2020-14:14:54.094948  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49826 -> 13.88.139.208:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:14:53.924","04/04/2020-14:14:53.017360  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49826 -> 13.88.139.208:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:14:53.924","04/04/2020-14:14:53.045360  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49852 -> 23.216.248.201:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:14:53.924","04/04/2020-14:14:53.199636  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49826 -> 13.88.139.208:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:14:53.924","04/04/2020-14:14:53.216698  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49853 -> 23.216.248.201:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:14:53.924","04/04/2020-14:14:53.372765  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49826 -> 13.88.139.208:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:14:53.924","04/04/2020-14:14:53.398940  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49854 -> 23.216.248.201:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:14:53.924","04/04/2020-14:14:53.551477  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49826 -> 13.88.139.208:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:14:53.924","04/04/2020-14:14:53.633212  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49855 -> 23.216.248.201:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:14:53.924","04/04/2020-14:14:53.806811  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49826 -> 13.88.139.208:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:14:53.924","04/04/2020-14:14:53.907213  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49856 -> 23.216.248.201:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:14:52.923","04/04/2020-14:14:50.773445  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49826 -> 13.88.139.208:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:14:52.923","04/04/2020-14:14:50.834734  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49838 -> 23.216.248.201:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:14:52.923","04/04/2020-14:14:50.995946  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49826 -> 13.88.139.208:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:14:52.923","04/04/2020-14:14:51.010990  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49839 -> 23.216.248.201:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:14:52.923","04/04/2020-14:14:51.165571  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49826 -> 13.88.139.208:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:14:52.923","04/04/2020-14:14:51.194822  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49840 -> 23.216.248.201:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:14:52.923","04/04/2020-14:14:51.345398  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49826 -> 13.88.139.208:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:14:52.923","04/04/2020-14:14:51.358540  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49841 -> 23.216.248.201:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:14:52.923","04/04/2020-14:14:51.511312  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49826 -> 13.88.139.208:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:14:52.923","04/04/2020-14:14:51.528123  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49842 -> 23.216.248.201:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:14:52.923","04/04/2020-14:14:51.683343  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49826 -> 13.88.139.208:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:14:52.923","04/04/2020-14:14:51.697101  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49843 -> 23.216.248.201:80","/var/log/suricata/fast.log"
"Apr 4, 2020 @ 14:14:52.923","04/04/2020-14:14:51.851360  [**] [1:2027390:3] ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent [**] [Classification: Unknown Traffic] [Priority: 3] {TCP} 172.16.2.2:49826 -> 13.88.139.208:80","/var/log/suricata/fast.log"
