timestamp,"rule.level","rule.description","full_log","data.win.system.message"
"Apr 26, 2020 @ 10:19:57.520",3,"Windows Logon Success",,"""An account was successfully logged on.

Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-HUE026H$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Logon Information:
	Logon Type:		5
	Restricted Admin Mode:	-
	Virtual Account:		No
	Elevated Token:		Yes

Impersonation Level:		Impersonation

New Logon:
	Security ID:		S-1-5-18
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E7
	Linked Logon ID:		0x0
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Process Information:
	Process ID:		0x24c
	Process Name:		C:\Windows\System32\services.exe

Network Information:
	Workstation Name:	-
	Source Network Address:	-
	Source Port:		-

Detailed Authentication Information:
	Logon Process:		Advapi  
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."""
"Apr 26, 2020 @ 10:19:46.827",4,"Summary event of the report's signatures",,"""Fault bucket 2185101440673817794, type 5
Event Name: MoAppCrash
Response: Not available
Cab Id: 0

Problem signature:
P1: Microsoft.XboxGamingOverlay_3.38.25003.0_x64__8wekyb3d8bbwe
P2: praid:App
P3: 3.38.2002.25003
P4: 5e5603d7
P5: StackHash_1e37
P6: 0.0.0.0
P7: 00000000
P8: c0000005
P9: PCH_3F_FROM_unknown+0x0000000000000000
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WERD4A.tmp.dmp
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WERED2.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WERF02.tmp.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WERF38.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER1004.tmp.txt

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_Microsoft.XboxGa_ff945b650ea7a758f50f2795fa89c89c57daf68_f472b3e4_6be068d3-551f-491d-ab67-2601b91313dc

Analysis symbol: 
Rechecking for solution: 0
Report Id: 6043e941-db82-484a-9842-0178d3634dfa
Report Status: 268435456
Hashed bucket: e8f8e606c7fc5e89ae530a2ee18ea4c2
Cab Guid: 0"""
"Apr 26, 2020 @ 10:19:44.827",9,"Windows Application error event",,"""Faulting application name: GameBarFTServer.exe, version: 3.38.2002.25003, time stamp: 0x5e5603d7
Faulting module name: unknown, version: 0.0.0.0, time stamp: 0x00000000
Exception code: 0xc0000005
Fault offset: 0x00007ff7a3a6e38d
Faulting process id: 0x1b78
Faulting application start time: 0x01d61bb3b3fc2e62
Faulting application path: C:\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_3.38.25003.0_x64__8wekyb3d8bbwe\GameBarFTServer.exe
Faulting module path: unknown
Report Id: 6043e941-db82-484a-9842-0178d3634dfa
Faulting package full name: Microsoft.XboxGamingOverlay_3.38.25003.0_x64__8wekyb3d8bbwe
Faulting package-relative application ID: App"""
"Apr 26, 2020 @ 10:19:44.514",5,"SCA summary: Benchmark for Windows audit: Score less than 80% (68)",,
"Apr 26, 2020 @ 10:19:41.009",5,"Benchmark for Windows audit: Ensure 'MSS: (AutoAdminLogon) Enable Automatic Logon (not recommended)' is set to 'Disabled': Status changed from failed to 'not applicable'",,
"Apr 26, 2020 @ 10:19:24.443",7,"Integrity checksum changed.","File '[x64] HKEY_USERS\S-1-5-21-438079597-2123118846-2669748851-1001\Software\Microsoft\Windows\CurrentVersion\Run' checksum changed.
Old md5sum was: '754f1ee7e3cc78fe16476bedca194ad8'
New md5sum is : '90f14b46cd527a392c45fe92123fbceb'
Old sha1sum was: '71353faa3213206f750e881a2b1d4519bdb7044b'
New sha1sum is : '7e56dd2b19f06e5dd4400eb7a4c82f31a698242a'
",
"Apr 26, 2020 @ 10:19:24.413",7,"Integrity checksum changed.","File 'HKEY_USERS\S-1-5-21-438079597-2123118846-2669748851-1001\Software\Microsoft\Windows\CurrentVersion\Run' checksum changed.
Old md5sum was: '754f1ee7e3cc78fe16476bedca194ad8'
New md5sum is : '90f14b46cd527a392c45fe92123fbceb'
Old sha1sum was: '71353faa3213206f750e881a2b1d4519bdb7044b'
New sha1sum is : '7e56dd2b19f06e5dd4400eb7a4c82f31a698242a'
",
"Apr 26, 2020 @ 10:19:23.186",7,"Integrity checksum changed.","File '[x64] HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon' checksum changed.
Old md5sum was: '47f9a8fc035cc80b23dfd8be4d23cda6'
New md5sum is : '9dfd54b19f9e55c21128125e5102e751'
Old sha1sum was: '592c18db00c7cbd34e9537e069e1bf1ae084bc9d'
New sha1sum is : 'e84833ac704745c78990ccc10f00b25e13c74b66'
",
"Apr 26, 2020 @ 10:19:23.167",7,"Integrity checksum changed.","File '[x64] HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\VolatileUserMgrKey\1\S-1-5-21-438079597-2123118846-2669748851-1001' checksum changed.
Old md5sum was: '480a7b1436febced63b663e198db057e'
New md5sum is : '9fbda96814af24f5f3d16c138948e1e3'
Old sha1sum was: 'a366c53c7d877bd13ac0386830dbad1b52127af9'
New sha1sum is : '133b476e62d3fa15ca9d6d91c2368e3b889b0812'
",
"Apr 26, 2020 @ 10:19:22.674",5,"Clipboard User Service_3ddcb terminated unexpectedly",,"""The Clipboard User Service_3ddcb service terminated unexpectedly.  It has done this 1 time(s).  The following corrective action will be taken in 3000 milliseconds: Restart the service."""
"Apr 26, 2020 @ 10:19:22.652",4,"Summary event of the report's signatures",,"""Fault bucket 1421593295057521696, type 4
Event Name: APPCRASH
Response: Not available
Cab Id: 0

Problem signature:
P1: svchost.exe
P2: 10.0.18362.1
P3: 32d6c210
P4: ntdll.dll
P5: 10.0.18362.719
P6: 64d10ee0
P7: c0000005
P8: 000000000003b890
P9: 
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WERAA6A.tmp.dmp
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WERAC4F.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WERAC8F.tmp.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WERACC2.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WERAD60.tmp.txt

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_svchost.exe_a4555823d184431378d589e9aa5705236516327_a3c514cf_569ea5ed-6116-45d7-8e33-0b94de46dce0

Analysis symbol: 
Rechecking for solution: 0
Report Id: 568bb1aa-d5a0-4259-8363-f0fadab010af
Report Status: 268435456
Hashed bucket: 1b46097b621a046973ba8391e6fb0c20
Cab Guid: 0"""
"Apr 26, 2020 @ 10:19:20.129",9,"Windows Application error event",,"""Faulting application name: svchost.exe, version: 10.0.18362.1, time stamp: 0x32d6c210
Faulting module name: ntdll.dll, version: 10.0.18362.719, time stamp: 0x64d10ee0
Exception code: 0xc0000005
Fault offset: 0x000000000003b890
Faulting process id: 0xdac
Faulting application start time: 0x01d61bb3a709dcea
Faulting application path: C:\Windows\system32\svchost.exe
Faulting module path: C:\Windows\SYSTEM32\ntdll.dll
Report Id: 568bb1aa-d5a0-4259-8363-f0fadab010af
Faulting package full name: 
Faulting package-relative application ID: """
"Apr 26, 2020 @ 10:19:16.687",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\WpnUserService_3ddcb' was added.
",
"Apr 26, 2020 @ 10:19:16.672",5,"File added to the system.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\WpnUserService_3ddcb\Security' was added.
",
"Apr 26, 2020 @ 10:19:08.481",7,"Integrity checksum changed.","File 'HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\W32Time\TimeProviders\NtpClient' checksum changed.
Old md5sum was: 'f7ede040f0bd50f2432cce9ba9720243'
New md5sum is : 'a3760583847a63e992a3a72934c1b306'
Old sha1sum was: '01b3e39aa29d8c3fccfcaa1089c2a0890d3baaae'
New sha1sum is : '14db976f0662a2dd50e42d2b09269e605b31bca7'
",
